,Стоимость,Тип продажи,Объект продажи,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Этажей в доме,Лифт пассажирский (кол-во),Лифт грузовой (кол-во),Мусоропровод,Парковка,Количество комнат,Тип дома,Высота потолков,Кол-во раздельных санузлов,Вид из окон,Расстояние до метро,Округ,Район
443,10394884,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,61.49,28.8,12.6,14,24,1.0,2.0,Нет,подземная,2.0,Монолитный,,1.0,На улицу и двор,4 мин. на транспорте,ЮВАО,район Марьино
17489,14579807,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,53.9,14.7,21.0,12,13,1.0,0.0,Нет,подземная,1.0,Монолитный,,,,3 мин. на транспорте,СЗАО,район Хорошево-Мневники
24472,33638724,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,107.33,56.7,19.4,4,18,2.0,1.0,Нет,подземная,3.0,Монолитный,,1.0,,10 мин. пешком,ЮЗАО,район Академический
21708,6981283,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,27.64,20.0,,21,25,1.0,0.0,Нет,Неизвестно,,Монолитный,,0.0,,2 мин. пешком,СВАО,район Ростокино
20602,5390000,", Возможна ипотека",Новостройка,59.1,30.9,11.3,4,17,,,Нет,,2.0,Панельный,,1.0,,28 мин. пешком,Ленинский городской округ,Южная Битца жилрайон
22242,31040320,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,149.76,71.2,31.3,3,23,1.0,0.0,Нет,подземная,3.0,Монолитный,,0.0,,5 мин. на транспорте,ЮЗАО,район Обручевский
19890,10288424,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,73.43,40.1,13.5,20,25,1.0,1.0,Нет,Неизвестно,3.0,Монолитный,2.7,2.0,На улицу и двор,3 мин. на транспорте,СЗАО,район Митино
23635,11729340,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,60.9,26.2,11.0,17,21,1.0,1.0,Нет,подземная,2.0,Монолитный,3.0,1.0,,12 мин. пешком,СЗАО,район Хорошево-Мневники
37101,9429966,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,39.39,14.6,17.5,13,30,3.0,1.0,Нет,подземная,1.0,Монолитный,,0.0,На улицу и двор,3 мин. пешком,САО,район Ховрино
17077,6800000,", Возможна ипотека",Новостройка,75.9,34.0,13.4,18,25,2.0,2.0,Нет,подземная,2.0,Монолитный,,1.0,На улицу и двор,33 мин. пешком,Реутов,микрорайон Северный Реутов
21761,12630079,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,52.89,36.9,,18,25,1.0,0.0,Нет,Неизвестно,2.0,Монолитный,,0.0,,2 мин. пешком,СВАО,район Ростокино
32647,11946240,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,115.2,61.7,20.5,5,25,1.0,2.0,Нет,Неизвестно,4.0,Панельный,2.65,3.0,На улицу и двор,7 мин. пешком,Люберцы,микрорайон Городок Б
35811,11496637,"Свободная продажа, Возможна ипотека",Новостройка,106.3,,,16,41,1.0,1.0,Нет,подземная,2.0,Монолитный,,,,7 мин. на транспорте,Химки,микрорайон Старые Химки
17618,5744260,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,50.3,28.0,8.8,16,16,1.0,0.0,Нет,подземная,2.0,Монолитный,2.8,,,6 мин. на транспорте,Мытищи городской округ,д. Бородино
17287,5824000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,48.4,19.2,16.3,2,5,0.0,0.0,Нет,Неизвестно,1.0,Кирпичный,,1.0,Во двор,17 мин. на транспорте,Ленинский городской округ,д. Горки
16237,12631048,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,47.0,18.9,15.2,5,13,1.0,0.0,Нет,подземная,1.0,Монолитный,,,,3 мин. на транспорте,СЗАО,район Хорошево-Мневники
9734,6778372,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,39.6,,10.0,28,39,1.0,1.0,Нет,подземная,1.0,Монолитный,2.95,0.0,Во двор,2 мин. на транспорте,ВАО,район Гольяново
32908,33260000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,95.97,39.7,26.8,9,21,1.0,1.0,Нет,подземная,3.0,Монолитный,,1.0,,5 мин. пешком,СВАО,район Марьина роща
27319,18457500,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,86.25,,,3,13,2.0,1.0,Нет,Неизвестно,2.0,Монолитный,3.0,0.0,На улицу,13 мин. пешком,ЗАО,район Филевский парк
35007,5038800,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,40.8,,,5,14,1.0,0.0,Нет,,1.0,Монолитный,,,,6 мин. на транспорте,ЗАО,район Можайский
4518,12142830,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,53.0,27.4,8.9,8,36,1.0,1.0,Нет,подземная,2.0,Монолитный,3.1,0.0,Во двор,3 мин. на транспорте,СЗАО,район Хорошево-Мневники
25133,10896500,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,58.9,27.5,14.7,24,25,1.0,0.0,Нет,подземная,2.0,Панельный,,1.0,,12 мин. пешком,ВАО,район Соколиная гора
3118,12298800,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,44.4,18.8,18.7,24,32,1.0,1.0,Нет,Неизвестно,1.0,Монолитный,3.1,1.0,,2 мин. на транспорте,ЮЗАО,район Черемушки
18332,13188000,"Свободная продажа, Возможна ипотека",Новостройка,94.2,51.1,19.7,8,11,1.0,1.0,Нет,Неизвестно,3.0,Монолитный,3.0,1.0,Во двор,12 мин. пешком,НАО (Новомосковский),Внуковское поселение
7753,9216250,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,50.5,19.5,17.3,26,30,2.0,1.0,Нет,Неизвестно,2.0,Монолитный,2.7,2.0,На улицу,,ЮВАО,район Рязанский
24664,10190140,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,44.72,,15.7,7,19,1.0,1.0,Нет,подземная,1.0,Монолитный,3.25,,,9 мин. пешком,СВАО,район Алексеевский
34516,24617000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,119.5,41.9,33.8,14,16,1.0,1.0,Нет,подземная,3.0,Монолитный,,1.0,,5 мин. на транспорте,СЗАО,район Хорошево-Мневники
12236,2279200,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,40.7,,,12,16,1.0,0.0,Нет,Неизвестно,2.0,Монолитный,,,,,Лосино-Петровский городской округ,Свердловский рп
11850,11887700,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,50.5,15.4,16.3,11,20,2.0,1.0,Нет,Неизвестно,1.0,Монолитный,3.0,1.0,Во двор,6 мин. пешком,ЗАО,район Филевский парк
4816,13312605,"Свободная продажа, Возможна ипотека",Новостройка,65.5,,,38,47,1.0,0.0,Нет,подземная,,Монолитный,,0.0,Во двор,11 мин. пешком,СВАО,район Бутырский
22606,9932784,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,62.6,34.5,12.6,14,18,1.0,0.0,Нет,Неизвестно,3.0,Монолитный,,1.0,,3 мин. на транспорте,СВАО,район Лосиноостровский
11227,9619290,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,46.47,15.3,21.2,34,39,2.0,1.0,Нет,подземная,1.0,Монолитный,,0.0,На улицу и двор,3 мин. пешком,САО,район Западное Дегунино
16172,3943420,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,37.7,16.3,11.8,14,16,1.0,0.0,Нет,подземная,1.0,Монолитный,,,,3 мин. на транспорте,Мытищи городской округ,пос. Нагорное
174,6260000,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,62.6,31.9,11.6,15,24,1.0,0.0,Нет,Наземная,2.0,Монолитный,2.8,0.0,,13 мин. на транспорте,Балашиха,микрорайон 28-й
35530,27368960,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,128.0,,,13,16,1.0,0.0,Нет,подземная,4.0,Монолитный,,,,2 мин. на транспорте,ЮАО,район Даниловский
809,5938711,Долевое участие (214-ФЗ),Новостройка,60.1,32.7,,2,8,1.0,0.0,Нет,Неизвестно,2.0,Монолитный,,,,,Красногорск,микрорайон Опалиха
10459,6955470,"Долевое участие (214-ФЗ), Возможна ипотека",Новостройка,41.85,12.0,21.7,26,33,2.0,2.0,Нет,Неизвестно,1.0,Монолитный,2.75,0.0,Во двор,4 мин. на транспорте,САО,район Дмитровский
